address1,resource_id,resource_name,address2,city,state,zip,county,phone,fax,tty,toll_free,hotline,email,web_page,facebook_name,facebook_url,twitter,short_description
1710 E. Chestnut Expressway,33210,Child Care Food Program,,Springfield,MO,65802,GREENE COUNTY,417-865-8427,417-865-6437,,1-800-818-6812,,vicki@ccfpfood.com,www.ccfpfood.com,,,,USDA reimbursement program for licensed and registered child care providers for the meals fed to children in care; an operating agency of Council of Churches of the Ozarks.
P.O. Box 3004,34017,"Child Evangelism Fellowship of Missouri, Inc., Springfield Chapter",,Springfield,MO,65808-3004,GREENE COUNTY,417-862-9756 or 785-623-7501,,,,,cefofspringfield@gmail.com,,"Child Evangelism Fellowship of Missouri, Inc., Springfield Chapter",https://www.facebook.com/Child-Evangelism-Fellowship-of-Missouri-Inc-Springfield-Chapter-159300220860875/notifications/,,"Local chapter of the 80+ year old organization, Child Evangelism Fellowship® is a non-denominational, evangelical, Bible-centered organization whose purpose is to evangelize boys and girls with the Gospel of the Lord Jesus Christ and to establish (disciple) them in the Word of God and in a local church for Christian living. Primary ministries are After School Good News Clubs® and Five Day Clubs®."
P.O. Box 14453,33212,Children's Choirs of Southwest Missouri,,Springfield,MO,65814,GREENE COUNTY,417-861-3591,,,,,,www.childrenschoirs.org,Children's Choirs of Southwest Missouri,https://www.facebook.com/pages/Childrens-Choirs-of-Southwest-Missouri/201035559913997,,Provides area youth ages 5-18 an opportunity to participate in a progressively-graded music education and choral performance program.
"3525 S. National Ave., Suite 203",33930,Children's Miracle Network of CoxHealth,,Springfield,MO,65807,GREENE COUNTY,417-269-6853,417-269-8818,,,,tim.siebert@coxhealth.com,www.coxhealthcmn.com,,,,Provides financial assistance to families who have children ages birth through 18 with special medical needs.
601 N. 21st St.,54436,Children's Smile Center,P.O. Box 1833,Ozark ,MO,65721,CHRISTIAN COUNTY,417-582-5439,417-485-5455,,,,info@childrenssmilecenter.org,www.childrenssmilecenter.org,Children's Smile Center,https://www.facebook.com/childrenssmilecenter,,"Provides preventive and primary dental care for children ages 1 to 19 and pregnant women with active Medicaid who reside in Christian, Taney, Stone, Barry, Lawrence and Dade counties."
P.O. Box 1276,gg,Christian County Family Crisis Center (aka Freedom's Rest),,Ozark,MO,65721,,414-582-0344,,,,417-299-2494,,,Freedom's Rest,https://www.facebook.com/freedomsrest1,,Provides emergency shelter and case management services for victims of domestic violence.
1005 N. 4th Ave.,AAA222,Christian County Library,,Ozark,MO,65721,,417-581-2432,417-581-8855,,,,info@christiancountylibrary.org,www.christiancountylibrary.org,Christian County Library,https://www.facebook.com/pages/Christian-County-Library/298972405866,@christiancolib,"Public library serving all of Christian County, Missouri. Lends books, e-books and other materials; provides computers and wi-fi for free public use; patron online access from home to many research tools; offers classes and events for all ages; provides information assistance; delivers materials to homebound patrons."
P.O. Box 1637,aabb,Christian County Lions Club,,Nixa,MO,65714-1637,Christian,417-619-0687,,,,,christiancountylionsclub@gmail.com,www.e-clubhouse.org/sites/christiancounty,ChristianCountyLionsClub,https://www.facebook.com/ChristianCountyLionsClub,,"The Christian County Lions is a group of service-minded men and women who are interested in improving Christian County. To be a Lion is to be an active volunteer, a member of a respected international organization, a leader in the community and a friend to people in need."
202 E. Church St.,52923,Christian County Museum and Historical Society,P.O. Box 442,Ozark,MO,65721,CHRISTIAN COUNTY,417-581-4860,,,,,christiancohistorical@gmail.com,www.ccmohistoricalsociety.com,Christian County Historical Society,https://www.facebook.com/pages/Christian-County-Historical-Society/342590671901,,"Strives to preserve, maintain and share the rich heritage of Christian County and the Ozarks."
Empire Bank Community,pp,Christian County Retired School Personnel,502 W. Mount Vernon St.,Nixa,MO,65714-9333,,417-818-7620,,,,,,,,,,"CCRSP, an affiliate of the Missouri Retired Teachers/School Personnel Association, updates members on issues affecting retired teachers and school personnel."
203 E. South St.,53685,Christian Foundation Thrift Store -- Ozark,,Ozark,MO,65721,GREENE COUNTY,417-581-1302,,,,,,,,,,"Sells used items to benefit the Christian Foundation, which helps people in need."
1328 E. Evergreen St.,54670,Christian Health and Rehab,,Springfield,MO,65803,GREENE COUNTY,417-891-9939,417-891-9928,,,,info@c-healthcare.com,www.c-healthcare.com,,,,"A skilled nursing facility specializing in rehabilitation services, Alzheimer's care, palliative care, respite care, and out-patient therapy, mostly for seniors. Also offers hospice and home health care. Volunteer opportunities are available."
2942 S. Timbercreek Ave.,33215,Christian Women's Connection,,Springfield,MO,65807,GREENE COUNTY,417-881-7059,,,,,,www.stonecroft.org,,,,A non-denominational group that fosters Christian ideals.
1208 N. Hillcrest Ave.,34019,"Church Women United of Springfield, Missouri",,Springfield,MO,65802,GREENE COUNTY,417-869-0111,,,,,,www.churchwomen.org,,,,"A non-denominational, ecumenical movement that brings Protestant, Roman Catholic, Orthodox and other Christian women together into one community of prayer, advocacy and service."
Southwest Center for Independent Living,33739,Circle of Friends Social Club,2864 S. Nettleton Ave.,Springfield,MO,65807,GREENE COUNTY,417-886-1188,417-886-3619,417-886-1188,1-800-676-7245,,scil@swcil.org,www.swcil.org,Southwest Center for Independent Living,https://www.facebook.com/southwestcenterforindependentliving,@swcil_sgf,Provides social activities and support for people with any disability. Multiple group meetings in Springfield and Branson. Activities include sewing and crafts.
290 E. Central St.,abcd,City of Springfield: Air Quality Section,,Springfield,MO,65802,,417-864-1412,417-864-1499,,,,badams@springfieldmo.gov,www.springfieldmo.gov/environment,"City of Springfield, MO -- Connect with SGF",https://www.facebook.com/CityofSGF?ref=br_tf,@CityofSGF,The Air Quality Section of the Environmental Quality Section of the Department of Environmental Services is the air quality authority in the city limits of Springfield. The program provides many services to help reduce air pollution and protect public health.
4002 N. Farmer,33666,City of Springfield: Animal Shelter,,Springfield,MO,65803,GREENE COUNTY,417-833-3592,417-864-1466,,,,rbarnts@springfieldmo.gov,www.springfieldmo.gov,,,@CityofSGF,Provides a shelter for stray animals.
840 Boonville Ave.,34114,City of Springfield: Attorney's Office,P.O. Box 8368,Springfield,MO,65801,GREENE COUNTY,417-864-1645,417-864-1551,,,,city@springfieldmo.gov,www.springfieldmo.gov,"City of Springfield, MO - Connect with SGF",https://www.facebook.com/CityofSGF,@CityofSGF,Conducts all civil suits and proceedings on behalf of the city; represents proposed city ordinances and approves city contracts.
840 Boonville Ave.,54709,City of Springfield: Citizen Resource Center,P.O. Box 8368,Springfield,MO,65801,GREENE COUNTY,417-864-1012,417-864-1114,,,,ccrighton@springfieldmo.gov,www.springfieldmo.gov,"City of Springfield, MO - Connect with SGF",https://www.facebook.com/CityofSGF,@CityofSGF,Works with the community to resolve citizen requests or concerns.
840 Boonville Ave.,33667,City of Springfield: City Council,,Springfield,MO,65802,GREENE COUNTY,417-864-1650,417-864-1649,,,Citizen Resources: 417-864-1010,CityCouncil@springfieldmo.gov,www.springfieldmo.gov,"City of Springfield, MO - Connect with SGF",https://www.facebook.com/CityofSGF,@CityofSGF,The legislative body for the City of Springfield.
Springfield Police Department,33236,City of Springfield: Crime Prevention/Safety Education,2620 W. Battlefield Road,Springfield,MO,65807,GREENE COUNTY,417-864-1193,,,,,crimepreventionunit@springfieldmo.gov,www.springfieldmo.gov/police,"City of Springfield, MO - Connect with SGF",https://www.facebook.com/CityofSGF,,"Coordinates neighborhood watch programs, traffic and child safety education and security programs for businesses and residences."
290 E. Central St.,30029299,City of Springfield: Department of Environmental Services,,Springfield,MO,65802,GREENE COUNTY,417-864-2005,417-864-1906,,,417-864-1904 (for recycling info),blucks@springfieldmo.gov,www.springfieldmo.gov/recycling,"City of Springfield, MO - Connect with SGF",https://www.facebook.com/CityofSGF,@CityofSGF,"Provides programs and services designed to reduce the waste stream including an environmental speakers' bureau, presentations to classes and community groups, special events and distributing informational materials to classrooms and the general public. Provides waste reduction assistance to businesses and institutions and recycling assistance for special events and other environmental areas, including water quality and quantity, air quality and sustainability."
P.O. Box 8368,34089,City of Springfield: Department of Public Information,840 Boonville Ave.,Springfield,MO,65801-8368,GREENE COUNTY,417-864-1010,417-864-1114,417-864-1555,,,city@springfieldmo.gov,www.springfieldmo.gov,"City of Springfield, MO - Connect with SGF",https://www.facebook.com/CityofSGF,@CityofSGF,"Takes citizen requests for service and manages public information through website, City View, special events and media releases."
840 Boonville Ave.,34118,City of Springfield: Finance Department,P.O. Box 8368,Springfield,MO,65801,GREENE COUNTY,417-864-1625,417-864-1880,,,,mmannix@springfieldmo.gov,www.springfieldmo.gov/292/Finance,"City of Springfield, MO - Connect with SGF",https://www.facebook.com/CityofSGF,@CityofSGF,"Handles city business transactions regarding budget and accounting, licensing, purchasing and printing."
830 Boonville Ave.,33678,City of Springfield: Fire Department,,Springfield,MO,65802,GREENE COUNTY,417-864-1500,417-864-1505,,,,city@springfieldmo.gov,www.springfieldmo.gov/fire,"City of Springfield, MO - Connect with SGF",https://www.facebook.com/CityofSGF,@CityofSGF,"Promotes fire safety and fights fires. Provides 1st Responder, EMS assistance, hazardous materials spill emergency response, emergency water rescue response, and free smoke alarms and installation to Springfield homeowners."
830 Boonville Ave.,52966,City of Springfield: Fire Department Museum,,Springfield,MO,65802,GREENE COUNTY,417-864-1500,417-864-1505,,,,city@springfieldmo.gov,www.springfieldmo.gov,,,,"Illustrates the history and service of the Springfield Fire Department from 1867 to present. Located on the first floor of City Hall, room 103."
1642 E. Seminole St.,33679,City of Springfield: Hazelwood Cemetery,,Springfield,MO,65804,GREENE COUNTY,417-891-1660,417-891-1662,,,,nelms@springfieldmo.gov,www.springfieldmo.gov/egov/publicworks/operations/grounds/index.html,"City of Springfield, MO - Connect with SGF",https://www.facebook.com/CityofSGF,@CityofSGF,City-maintained cemetery open to the public.
1226 W. Nichols,33387,City of Springfield: Household Chemical Collection Center,P.O. Box 8368,Springfield,MO,65802,GREENE COUNTY,417-864-2000,417-864-2021,,,,blucks@springfieldmo.gov,www.springfieldmo.gov/recycling,,,,"Accepts a variety of household chemicals for recycling, including automotive and home improvement products, pesticides, household cleaners, aerosol cans and fluorescent bulbs; educates the public about recycling."
840 Boonville Ave.,33418,City of Springfield: Land Clearance for Redevelopment Authority,P.O. Box 8368,Springfield,MO,65801-8368,GREENE COUNTY,417-864-1031,417-864-1030,,,,bweaver@springfieldmo.gov,,,,,"Promotes housing revitalization, economic development and redevelopment."
840 Boonville Ave.,53037,City of Springfield: Landmarks Board,,Springfield,MO,65802,GREENE COUNTY,417-864-1036,417-864-1882,,,,dneal@springfieldmo.gov,www.springfieldmo.gov/boards/landmarks/index.html,"City of Springfield, MO - Connect with SGF",https://www.facebook.com/CityofSGF,@CityofSGF,Considers and approves applications for renovations in the historic districts and to historic sites.
227 E. Chestnut Expressway,52877,City of Springfield: Mayor's Commission for Children,,Springfield,MO,65802,GREENE COUNTY,417-864-1656,417-864-1099,,,,dbredfel@springfieldmo.gov,www.redwagonkids.net,"City of Springfield, MO - Connect with SGF",https://www.facebook.com/CityofSGF,@CityofSGF,"Educates and mobilizes the community on children's issues, especially early childhood education."
Busch Municipal Building,33441,City of Springfield: Mayor's Commission on Human Rights and Community Relations,840 Boonville Ave.,Springfield,MO,65802,GREENE COUNTY,417-864-1038,417-864-1030,Local TTY: 684-1555,,,,www.springfieldmo.gov/boards/humanrights,,,,"Works with the community to foster mutual understanding and respect among all racial, religious and ethnic groups and prevents discrimination against those groups protected by City Code; investigates alleged incidents of discrimination and tries to mediate settlements between affected parties; acts as a clearinghouse for information regarding human rights, and offers its services to help educate interested citizens and community groups."
